차량ID,연비,연료타입,차급,외형,엔진,가격,이미지,출력,URL
 2024 BMW i7,3.3 ~ 3.8km/kwh,전기,대형,세단,4WD,24560,http://file.carisyou.com/upload/2022/07/08/FILE_202207081005584990.png,544마력,https://www.carisyou.com/car/7181/Spec
 2024 BMW 7시리즈(7세대),10.3 ~ 15.0km/ℓ,"가솔린,가솔린/하이브리드,디젤",대형,세단,4WD,21530,http://file.carisyou.com/upload/2022/07/08/FILE_202207080916071430.png,381마력,https://www.carisyou.com/car/7180/Spec
 2024 포르쉐 타이칸,2.8 ~ 3.2km/kwh,전기,준대형,"세단,왜건외형전체>",2WD,24740,http://file.carisyou.com/upload/2021/11/18/FILE_202111180506182220.png,408마력,https://www.carisyou.com/car/7179/Spec
 2024 포르쉐 911(8세대),6.5 ~ 8.5km/ℓ,가솔린,준중형,"컨버터블,쿠페외형전체>",RR,34440,http://file.carisyou.com/upload/2021/10/21/FILE_202110210314097550.png,392마력,https://www.carisyou.com/car/7178/Spec
 2024 포르쉐 마칸,7.6 ~ 7.8km/ℓ,가솔린,준중형,SUV,4WD,12700,http://file.carisyou.com/upload/2022/03/29/FILE_202203290152467640.png,389마력,https://www.carisyou.com/car/7177/Spec
 2024 포르쉐 718 박스터(3세대),8.4km/ℓ,가솔린,준중형,컨버터블,MR,13530,http://file.carisyou.com/upload/2017/10/20/FILE_201710201110336690.png,407마력,https://www.carisyou.com/car/7176/Spec
 2024 포르쉐 718 카이맨(2세대),8.4km/ℓ,가솔린,준중형,쿠페,MR,13050,http://file.carisyou.com/upload/2022/11/08/FILE_202211081022181230.png,407마력,https://www.carisyou.com/car/7175/Spec
 2023 혼다 어코드(11세대),12.9 ~ 16.7km/ℓ,"가솔린,가솔린/하이브리드",중형,세단,FF,5340,http://file.carisyou.com/upload/2023/10/06/FILE_202310060123158570.png,190마력,https://www.carisyou.com/car/7174/Spec
 2024 벤츠 마이바흐 S클래스(7세대),6.0 ~ 8.0km/ℓ,가솔린,대형,세단,4WD,59000,http://file.carisyou.com/upload/2021/10/28/FILE_202110280232451480.png,503마력,https://www.carisyou.com/car/7173/Spec
 2024 벤츠 S클래스(7세대),7.9 ~ 12.8km/ℓ,"가솔린,가솔린/하이브리드,디젤",대형,세단,4WD,29760,http://file.carisyou.com/upload/2022/09/23/FILE_202209230928452320.png,367마력,https://www.carisyou.com/car/7172/Spec
 2024 BMW Z4(3세대),10.2 ~ 10.7km/ℓ,가솔린,소형,컨버터블,FR,9880,http://file.carisyou.com/upload/2023/03/10/FILE_202303101041326420.png,197마력,https://www.carisyou.com/car/7170/Spec
 2024 기아 K8 하이브리드(GL3),17.1 ~ 18.0km/ℓ,가솔린/하이브리드,준대형,세단,FF,4617,http://file.carisyou.com/upload/2021/02/17/FILE_202102170940471340.png,180마력,https://www.carisyou.com/car/7169/Spec
 2024 기아 K8(GL3),7.7 ~ 12.0km/ℓ,"가솔린,엘피지",준대형,세단,FF,4624,http://file.carisyou.com/upload/2021/02/17/FILE_202102170940471340.png,240마력,https://www.carisyou.com/car/7168/Spec
 2024 르노코리아 마스터,10.5 ~ 11.0km/ℓ,디젤,소형,버스,FF,3845,http://file.carisyou.com/upload/2020/03/18/FILE_202003180531481850.png,150마력,https://www.carisyou.com/car/7167/Spec
 2024 제네시스 뉴 GV80 쿠페,7.8 ~ 8.3km/ℓ,가솔린,준대형,SUV,4WD,9190,http://file.carisyou.com/upload/2023/09/27/FILE_202309270132284800.png,304마력,https://www.carisyou.com/car/7166/Spec
 2024 제네시스 뉴 GV80,7.9 ~ 9.3km/ℓ,가솔린,준대형,SUV,FR,7830,http://file.carisyou.com/upload/2023/09/27/FILE_202309270128370680.png,304마력,https://www.carisyou.com/car/7165/Spec
 2024 볼보 XC40 리차지,4.4km/kwh,전기,준중형,SUV,4WD,6769,http://file.carisyou.com/upload/2023/09/18/FILE_202309181127481850.png,408마력,https://www.carisyou.com/car/7164/Spec
 2024 볼보 XC40,10.6km/ℓ,가솔린,준중형,SUV,4WD,5430,http://file.carisyou.com/upload/2023/09/18/FILE_202309181126106970.png,197마력,https://www.carisyou.com/car/7163/Spec
 2024 KGM 토레스,8.9 ~ 11.2km/ℓ,"가솔린,엘피지",중형,SUV,FF,3706,http://file.carisyou.com/upload/2022/06/13/FILE_202206130931369990.png,170마력,https://www.carisyou.com/car/7162/Spec
 2024 현대 아이오닉 6,5.5 ~ 6.2km/kwh,전기,중형,세단,2WD,6182,http://file.carisyou.com/upload/2022/07/15/FILE_202207150127597720.png,151마력,https://www.carisyou.com/car/7161/Spec
 2024 BMW i5,3.8 ~ 4.1km/kwh,전기,중형,세단,2WD,13890,http://file.carisyou.com/upload/2023/09/06/FILE_202309060405066500.png,340마력,https://www.carisyou.com/car/7160/Spec
 2024 BMW 5시리즈(8세대),11.1 ~ 15.9km/ℓ,"가솔린,가솔린/하이브리드,디젤",중형,세단,FR,9540,http://file.carisyou.com/upload/2023/09/06/FILE_202309061102221390.png,190마력,https://www.carisyou.com/car/7159/Spec
 2023 마세라티 르반떼,5.8 ~ 7.9km/ℓ,가솔린,대형,SUV,4WD,24500,http://file.carisyou.com/upload/2023/09/06/FILE_202309060922572290.png,330마력,https://www.carisyou.com/car/7158/Spec
 2023 마세라티 기블리,6.5 ~ 8.9km/ℓ,가솔린,준대형,세단,FR,2200,http://file.carisyou.com/upload/2023/09/06/FILE_202309061005107910.png,330마력,https://www.carisyou.com/car/7157/Spec
 2024 쎄보모빌리티 쎄보-C SE,6.3km/kwh,전기,경형,해치백,2WD,1690,http://file.carisyou.com/upload/2019/10/10/FILE_201910100933326590.png,-마력,https://www.carisyou.com/car/7156/Spec
 2024 볼보 XC60(2세대),9.4 ~ 11.7km/ℓ,"가솔린,가솔린/하이브리드",중형,SUV,4WD,8640,http://file.carisyou.com/upload/2021/09/17/FILE_202109170154404060.png,250마력,https://www.carisyou.com/car/7155/Spec
 2024 볼보 S60(3세대),11.8km/ℓ,가솔린,준중형,세단,FF,5640,http://file.carisyou.com/upload/2023/09/05/FILE_202309050130160170.png,250마력,https://www.carisyou.com/car/7154/Spec
 2024 르노코리아 XM3 하이브리드,17.0 ~ 17.4km/ℓ,가솔린/하이브리드,준중형,SUV,FF,3517,http://file.carisyou.com/upload/2022/10/04/FILE_202210041039398710.png,86마력,https://www.carisyou.com/car/7152/Spec
 2024 르노코리아 XM3,13.2 ~ 13.8km/ℓ,가솔린,준중형,SUV,FF,2864,http://file.carisyou.com/upload/2023/09/18/FILE_202309180916396670.png,123마력,https://www.carisyou.com/car/7151/Spec
 2024 현대 아이오닉 5 N,3.7km/kwh,전기,준중형,SUV,4WD,7600,http://file.carisyou.com/upload/2023/09/05/FILE_202309050930266730.png,650마력,https://www.carisyou.com/car/7150/Spec
 2024 벤츠 GLE(4세대),8.0 ~ 11.4km/ℓ,"가솔린,가솔린/하이브리드,디젤",중형,SUV,4WD,15920,http://file.carisyou.com/upload/2023/08/28/FILE_202308280216070440.png,269마력,https://www.carisyou.com/car/7149/Spec
 2024 기아 뉴 레이 EV,5.1km/kwh,전기,경형,RV,2WD,2955,http://file.carisyou.com/upload/2023/08/29/FILE_202308291058138900.png,87마력,https://www.carisyou.com/car/7148/Spec
 2024 포르쉐 카이엔(3세대),6.5 ~ 8.4km/ℓ,"가솔린,가솔린/하이브리드",중형,SUV,4WD,26190,http://file.carisyou.com/upload/2023/08/17/FILE_202308171119591940.png,360마력,https://www.carisyou.com/car/7147/Spec
 2024 기아 뉴 쏘렌토 하이브리드(MQ4),13.8 ~ 15.7km/ℓ,가솔린/하이브리드,중형,SUV,FF,4831,http://file.carisyou.com/upload/2023/09/07/FILE_202309070442274130.png,180마력,https://www.carisyou.com/car/7146/Spec
 2024 기아 뉴 쏘렌토(MQ4),9.3 ~ 14.3km/ℓ,"가솔린,디젤",중형,SUV,FF,4598,http://file.carisyou.com/upload/2023/09/07/FILE_202309070441362840.png,281마력,https://www.carisyou.com/car/7145/Spec
 2024 현대 싼타페 하이브리드(MX5),13.0 ~ 15.5km/ℓ,가솔린/하이브리드,중형,SUV,FF,5036,http://file.carisyou.com/upload/2023/08/14/FILE_202308141019512170.png,180마력,https://www.carisyou.com/car/7144/Spec
 2024 현대 싼타페(MX5),9.7 ~ 11.0km/ℓ,가솔린,중형,SUV,FF,4596,http://file.carisyou.com/upload/2023/08/14/FILE_202308141019435910.png,281마력,https://www.carisyou.com/car/7143/Spec
 2023 지리 쎄아,3.8km/kwh,전기,소형,버스,2WD,3980,http://file.carisyou.com/upload/2023/08/09/FILE_202308090324339690.png,-마력,https://www.carisyou.com/car/7142/Spec
 2023 혼다 파일럿(4세대),8.4km/ℓ,가솔린,대형,SUV,4WD,6940,http://file.carisyou.com/upload/2023/08/29/FILE_202308291024431350.png,289마력,https://www.carisyou.com/car/7141/Spec
 2024 토요타 알파드(4세대),13.5km/ℓ,가솔린/하이브리드,대형,RV,4WD,9791,http://file.carisyou.com/upload/2023/09/18/FILE_202309180937249960.png,190마력,https://www.carisyou.com/car/7139/Spec
 2024 BMW M3(6세대),8.1 ~ 8.3km/ℓ,가솔린,준중형,"세단,왜건외형전체>",4WD,13820,http://file.carisyou.com/upload/2023/11/09/FILE_202311091102452000.png,510마력,https://www.carisyou.com/car/7137/Spec
 2024 볼보 C40 리차지,4.6km/kwh,전기,준중형,SUV,4WD,6865,http://file.carisyou.com/upload/2022/01/13/FILE_202201130111276390.png,408마력,https://www.carisyou.com/car/7136/Spec
 2024 BMW X5 M(3세대),6.9km/ℓ,가솔린,중형,SUV,4WD,18990,http://file.carisyou.com/upload/2023/08/03/FILE_202308031042157290.png,625마력,https://www.carisyou.com/car/7135/Spec
 2024 제네시스 일렉트리파이드 GV70,4.6km/kwh,전기,중형,SUV,4WD,7332,http://file.carisyou.com/upload/2023/07/26/FILE_202307260424098480.png,-마력,https://www.carisyou.com/car/7134/Spec
 2024 제네시스 GV70,8.6 ~ 13.6km/ℓ,"가솔린,디젤",중형,SUV,FR,5989,http://file.carisyou.com/upload/2023/07/26/FILE_202307260419326320.png,304마력,https://www.carisyou.com/car/7133/Spec
 2023 현대 뉴 아반떼 N,10.4 ~ 10.6km/ℓ,가솔린,준중형,세단,FF,3560,http://file.carisyou.com/upload/2023/07/26/FILE_202307260936452240.png,280마력,https://www.carisyou.com/car/7132/Spec
 2023 아우디 RS3(4세대),9.2km/ℓ,가솔린,준중형,세단,4WD,7695,http://file.carisyou.com/upload/2023/07/27/FILE_202307270214142330.png,407마력,https://www.carisyou.com/car/7131/Spec
 2024 기아 뉴 K3(BD),12.1 ~ 15.2km/ℓ,가솔린,준중형,"세단,해치백외형전체>",FF,2784,http://file.carisyou.com/upload/2023/07/19/FILE_202307190245568210.png,123마력,https://www.carisyou.com/car/7130/Spec
 2024 쉐보레 뉴 트레일블레이저,11.6 ~ 12.9km/ℓ,가솔린,준중형,SUV,FF,3339,http://file.carisyou.com/upload/2023/07/19/FILE_202307190249475930.png,156마력,https://www.carisyou.com/car/7129/Spec
 2024 기아 스포티지 하이브리드(NQ5),15.2 ~ 16.7km/ℓ,가솔린/하이브리드,준중형,SUV,FF,4054,http://file.carisyou.com/upload/2021/07/28/FILE_202107280515054230.png,180마력,https://www.carisyou.com/car/7128/Spec
 2024 기아 스포티지(NQ5),9.0 ~ 14.5km/ℓ,"가솔린,디젤,엘피지",준중형,SUV,FF,3892,http://file.carisyou.com/upload/2021/07/28/FILE_202107280514485110.png,180마력,https://www.carisyou.com/car/7127/Spec
 2024 KGM 코란도(C300),10.5 ~ 11.5km/ℓ,가솔린,준중형,SUV,FF,3019,http://file.carisyou.com/upload/2019/02/18/FILE_201902180945141410.png,170마력,https://www.carisyou.com/car/7126/Spec
 2023 기아 뉴 모닝(JA),15.1km/ℓ,가솔린,경형,해치백,FF,1655,http://file.carisyou.com/upload/2023/08/17/FILE_202308170339556250.png,76마력,https://www.carisyou.com/car/7125/Spec
 2023 푸조 3008(2세대),12.2 ~ 15.8km/ℓ,"가솔린,디젤",준중형,SUV,FF,4720,http://file.carisyou.com/upload/2021/05/20/FILE_202105200235497690.png,131마력,https://www.carisyou.com/car/7124/Spec
 2023 마이브 마이브 M1,5.5km/kwh,전기,경형,해치백,2WD,1892,http://file.carisyou.com/upload/2020/11/05/FILE_202011050341500270.png,17.67마력,https://www.carisyou.com/car/7123/Spec
 2023 마세라티 MC20,7.0km/ℓ,가솔린,중형,쿠페,MR,33700,http://file.carisyou.com/upload/2023/07/05/FILE_202307050120455590.png,630마력,https://www.carisyou.com/car/7122/Spec
 2023 토요타 하이랜더(4세대),13.8km/ℓ,가솔린/하이브리드,준대형,SUV,4WD,7470,http://file.carisyou.com/upload/2023/07/05/FILE_202307050526388340.png,188마력,https://www.carisyou.com/car/7121/Spec
 2023 BMW M2(2세대),8.5km/ℓ,가솔린,준중형,쿠페,FR,8990,http://file.carisyou.com/upload/2023/07/05/FILE_202307050524409530.png,460마력,https://www.carisyou.com/car/7120/Spec
 2024 BMW i4,4.1 ~ 4.6km/kwh,전기,준중형,해치백,4WD,9100,http://file.carisyou.com/upload/2023/05/11/FILE_202305110255574630.png,544마력,https://www.carisyou.com/car/7119/Spec
 2024 BMW M4(2세대),8.3km/ℓ,가솔린,준중형,"컨버터블,쿠페외형전체>",4WD,14300,http://file.carisyou.com/upload/2023/11/09/FILE_202311091051183060.png,510마력,https://www.carisyou.com/car/7118/Spec
 2024 BMW 4시리즈(2세대),9.6 ~ 15.0km/ℓ,"가솔린,디젤",준중형,"컨버터블,쿠페,해치백외형전체>",FR,9750,http://file.carisyou.com/upload/2021/02/03/FILE_202102030125591860.png,184마력,https://www.carisyou.com/car/7117/Spec
 2024 BMW X6 M(3세대),7.0km/ℓ,가솔린,중형,SUV,4WD,19420,http://file.carisyou.com/upload/2023/07/05/FILE_202307050422307370.png,625마력,https://www.carisyou.com/car/7116/Spec
 2024 BMW X6(3세대),7.8 ~ 11.9km/ℓ,"가솔린,디젤",중형,SUV,4WD,16160,http://file.carisyou.com/upload/2023/07/05/FILE_202307050349434080.png,298마력,https://www.carisyou.com/car/7115/Spec
 2024 BMW X7,6.9 ~ 10.0km/ℓ,"가솔린,디젤",대형,SUV,4WD,18080,http://file.carisyou.com/upload/2024/11/18/FILE_202411180405553880.png,381마력,https://www.carisyou.com/car/7114/Spec
 2024 BMW X5(4세대),7.5 ~ 11.6km/ℓ,"가솔린,가솔린/하이브리드,디젤",중형,SUV,4WD,15800,http://file.carisyou.com/upload/2023/07/05/FILE_202307050208496140.png,298마력,https://www.carisyou.com/car/7113/Spec
 2023 쉐보레 타호,6.4km/ℓ,가솔린,대형,SUV,4WD,9363,http://file.carisyou.com/upload/2022/01/13/FILE_202201130204278570.png,426마력,https://www.carisyou.com/car/7112/Spec
 2023 아우디 S8(4세대),7.6km/ℓ,가솔린,대형,세단,4WD,21630,http://file.carisyou.com/upload/2023/07/07/FILE_202307070952318070.png,571마력,https://www.carisyou.com/car/7111/Spec
 2023 렉서스 LC,7.5 ~ 10.9km/ℓ,"가솔린,가솔린/하이브리드",중형,"컨버터블,쿠페외형전체>",FR,19240,http://file.carisyou.com/upload/2023/06/23/FILE_202306230133099050.png,477마력,https://www.carisyou.com/car/7110/Spec
 2023 아우디 Q4 e-트론,4.7 ~ 4.8km/kwh,전기,준중형,SUV,2WD,7270,http://file.carisyou.com/upload/2022/09/07/FILE_202209071127449620.png,204마력,https://www.carisyou.com/car/7109/Spec
 2024 롤스로이스 스펙터,3.2km/kwh,전기,대형,쿠페,4WD,62200,http://file.carisyou.com/upload/2023/06/16/FILE_202306160253174370.png,557마력,https://www.carisyou.com/car/7108/Spec
 2024 미니 미니 컨트리맨(2세대),10.4 ~ 11.6km/ℓ,가솔린,소형,SUV,FF,6550,http://file.carisyou.com/upload/2022/06/17/FILE_202206170507390560.png,136마력,https://www.carisyou.com/car/7107/Spec
 2024 미니 미니 클럽맨(2세대),9.7 ~ 11.5km/ℓ,가솔린,소형,해치백,FF,6320,http://file.carisyou.com/upload/2022/06/17/FILE_202206170512479940.png,136마력,https://www.carisyou.com/car/7106/Spec
 2024 미니 미니 컨버터블(3세대),11.3 ~ 12.1km/ℓ,가솔린,소형,컨버터블,FF,5930,http://file.carisyou.com/upload/2021/07/08/FILE_202107081158450800.png,136마력,https://www.carisyou.com/car/7105/Spec
 2024 미니 미니 해치(3세대),11.4 ~ 13.4km/ℓ,가솔린,소형,해치백,FF,5500,http://file.carisyou.com/upload/2022/06/17/FILE_202206170213589630.png,136마력,https://www.carisyou.com/car/7104/Spec
 2024 현대 넥쏘,96.2km/kg,수소,준중형,SUV,FF,6950,http://file.carisyou.com/upload/2018/01/10/FILE_201801101202571660.png,154마력,https://www.carisyou.com/car/7103/Spec
 2023 벤츠 GLC(3세대),10.8 ~ 14.1km/ℓ,"가솔린,디젤",준중형,SUV,4WD,8710,http://file.carisyou.com/upload/2023/06/16/FILE_202306161010404980.png,197마력,https://www.carisyou.com/car/7102/Spec
 2023 캐딜락 CT5-V 블랙윙,6.1km/ℓ,가솔린,중형,세단,FR,13857,http://file.carisyou.com/upload/2023/06/07/FILE_202306071036175810.png,677마력,https://www.carisyou.com/car/7101/Spec
 2023 벤틀리 플라잉스퍼(3세대),7.1km/ℓ,가솔린,대형,세단,4WD,34320,http://file.carisyou.com/upload/2019/06/13/FILE_201906130957325640.png,550마력,https://www.carisyou.com/car/7100/Spec
 2023 아우디 S6(8세대),11.5km/ℓ,디젤,중형,세단,4WD,11678,http://file.carisyou.com/upload/2022/05/06/FILE_202205061001190210.png,344마력,https://www.carisyou.com/car/7099/Spec
 2023 렉서스 RX(5세대),10.0 ~ 14.0km/ℓ,가솔린/하이브리드,중형,SUV,4WD,11703,http://file.carisyou.com/upload/2023/06/02/FILE_202306020518039390.png,187마력,https://www.carisyou.com/car/7098/Spec
 2023 캐딜락 CT5,10.2km/ℓ,가솔린,중형,세단,FR,6140,http://file.carisyou.com/upload/2020/07/07/FILE_202007070212269230.png,240마력,https://www.carisyou.com/car/7097/Spec
 2024 기아 모하비(HM),9.1 ~ 9.3km/ℓ,디젤,준대형,SUV,4WD,6097,http://file.carisyou.com/upload/2022/01/07/FILE_202201071242004900.png,257마력,https://www.carisyou.com/car/7096/Spec
 2023 포드 머스탱(6세대),7.5 ~ 9.4km/ℓ,가솔린,중형,"컨버터블,쿠페외형전체>",FR,7335,http://file.carisyou.com/upload/2022/05/10/FILE_202205100316200880.png,291마력,https://www.carisyou.com/car/7095/Spec
 2024 현대 뉴 팰리세이드,8.5 ~ 12.4km/ℓ,"가솔린,디젤",대형,SUV,FF,5413,http://file.carisyou.com/upload/2022/05/26/FILE_202205260240400980.png,295마력,https://www.carisyou.com/car/7094/Spec
 2024 KGM 뉴 티볼리 에어,11.9 ~ 12.0km/ℓ,가솔린,준중형,SUV,FF,2719,http://file.carisyou.com/upload/2023/06/02/FILE_202306020335569190.png,163마력,https://www.carisyou.com/car/7093/Spec
 2024 KGM 뉴 티볼리,10.8 ~ 12.0km/ℓ,가솔린,소형,SUV,FF,2770,http://file.carisyou.com/upload/2023/06/01/FILE_202306011221072920.png,126마력,https://www.carisyou.com/car/7092/Spec
 2023 포드 익스페디션(4세대),7.2km/ℓ,가솔린,대형,SUV,4WD,11270,http://file.carisyou.com/upload/2022/08/24/FILE_202208240333362360.png,405마력,https://www.carisyou.com/car/7091/Spec
 2023 폭스바겐 ID.4,4.9km/kwh,전기,준중형,SUV,2WD,5990,http://file.carisyou.com/upload/2022/09/15/FILE_202209150246519830.png,204마력,https://www.carisyou.com/car/7090/Spec
 2023 링컨 네비게이터(4세대),7.2km/ℓ,가솔린,대형,SUV,4WD,15040,http://file.carisyou.com/upload/2022/09/22/FILE_202209221120572550.png,446마력,https://www.carisyou.com/car/7089/Spec
 2023 토요타 크라운,11.0 ~ 17.2km/ℓ,가솔린/하이브리드,준대형,세단,4WD,6570,http://file.carisyou.com/upload/2023/05/23/FILE_202305230342432280.png,186마력,https://www.carisyou.com/car/7088/Spec
 2023 푸조 408,12.9km/ℓ,가솔린,준중형,해치백,FF,4690,http://file.carisyou.com/upload/2023/05/23/FILE_202305230102114180.png,131마력,https://www.carisyou.com/car/7087/Spec
 2023 제네시스 뉴 G70,9.4 ~ 11.2km/ℓ,가솔린,준중형,세단,FR,4768,http://file.carisyou.com/upload/2020/09/11/FILE_202009110940186740.png,304마력,https://www.carisyou.com/car/7086/Spec
 2023 제네시스 뉴 G70 슈팅 브레이크,10.9km/ℓ,가솔린,준중형,왜건,FR,4476,http://file.carisyou.com/upload/2022/06/27/FILE_202206271052427830.png,304마력,https://www.carisyou.com/car/7085/Spec
 2024 미니 미니 해치 일렉트릭(3세대),4.5km/kwh,전기,소형,해치백,2WD,5210,http://file.carisyou.com/upload/2022/01/13/FILE_202201130117294260.png,184마력,https://www.carisyou.com/car/7084/Spec
 2023 포드 브롱코,8.2km/ℓ,가솔린,중형,SUV,4WD,8160,http://file.carisyou.com/upload/2023/05/10/FILE_202305100959356740.png,314마력,https://www.carisyou.com/car/7083/Spec
 2024 KGM 뉴 렉스턴(Y461),10.6 ~ 11.1km/ℓ,디젤,중형,SUV,FR,5967,http://file.carisyou.com/upload/2022/03/10/FILE_202203100117042950.png,202마력,https://www.carisyou.com/car/7082/Spec
